Entity,Code,Year,Hydropower (terawatt-hours),Wind (terawatt-hours),Solar (terawatt-hours),Other renewables (modern biofuels; geothermal; wave & tidal) (terawatt-hours)
Europe & Eurasia,,1995,789.6448878555556,3.8632292012121208,0.04649454545454523,27.077751816116884
Europe & Eurasia,,1996,750.0176264898986,4.802595346262626,0.053397269696969465,28.37402459679943
Europe & Eurasia,,1997,770.5521146731311,7.269653157575758,0.06327169898989875,32.32967060774174
Europe & Eurasia,,1998,798.9933866509169,11.172169943232321,0.08626324747474723,36.35304723817337
Europe & Eurasia,,1999,810.5130900037009,14.243522372828282,0.09006068181818151,40.17809343596317
Europe & Eurasia,,2000,835.7587140535645,22.48246211191919,0.12895736616161504,43.591152397668196
Europe & Eurasia,,2001,834.6329300535057,27.144078574545453,0.16422850505050374,46.08880090624322
Europe & Eurasia,,2002,777.5132104256143,37.090511829898986,0.27243440959595855,51.71701065233014
Europe & Eurasia,,2003,738.8902358086933,44.93534527050505,0.4598085626262624,59.68552505819211
Europe & Eurasia,,2004,798.8882851764577,59.75179987979797,0.7442078577373735,70.78716124240563
Europe & Eurasia,,2005,799.7962009328735,71.19714990237648,1.5172233256565655,81.43372503809556
Europe & Eurasia,,2006,789.465070887394,83.13791736637732,2.566258252020202,92.97677395120841
Europe & Eurasia,,2007,794.5079386127437,105.98761299104241,3.796331484848485,102.63447261721089
Europe & Eurasia,,2008,810.9327911459169,120.92793572985889,7.4794348102352295,112.12603494758945
Europe & Eurasia,,2009,814.0717163958741,135.33758207760275,14.181047071406951,121.12588486801285
Europe & Eurasia,,2010,873.4242945949852,152.93537141369603,23.232403788696715,137.40481959860247
Europe & Eurasia,,2011,789.2165497582068,185.41522074627483,46.70743008957045,146.62376232910455
Europe & Eurasia,,2012,845.6633334902007,213.8630433254905,71.93247422937027,162.74573382958096
Europe & Eurasia,,2013,894.1460806092299,245.07820487888978,86.4619473573352,172.6236212737541
Europe & Eurasia,,2014,872.0750117968108,263.61507031642424,98.90009540307557,184.6655884290976
Europe & Eurasia,,2015,860.3446397294174,317.66110880464595,110.13927299515606,197.91879894431185
Europe & Eurasia,,2016,891.6930018322398,321.00671662062376,114.44057532597681,201.14546323364456
European Union,,1965,216.8346847535352,0,0,2.931
European Union,,1966,235.7165906808079,0,0,4.017
European Union,,1967,227.6905497292928,0,0,4.354
European Union,,1968,230.97038048888876,0,0,4.859
European Union,,1969,226.58472294545447,0,0,5.328
European Union,,1970,240.20458462424233,0,0,7.0092659613
European Union,,1971,237.8056528808079,0,0,7.125850625999998
European Union,,1972,248.26180157979783,0,0,7.012944040000001
European Union,,1973,247.63861557979783,0,0,7.5141912390000005
European Union,,1974,267.6074467030302,0,0,7.9203092
European Union,,1975,268.7223379090908,0,0,8.405595081
European Union,,1976,236.2018203818181,0,0,8.427585231999998
European Union,,1977,312.216037781818,0,0,8.782165320999999
European Union,,1978,304.4691424989898,0.003,0,9.236854078
European Union,,1979,319.5650734707069,0.006,0,9.399327992
European Union,,1980,303.3504457171716,0.010499999999999999,0,10.54827728
European Union,,1981,299.5138978545453,0.010499999999999999,0,10.206390150999999
European Union,,1982,294.9866612888887,0.018499999999999996,0,9.414153004
European Union,,1983,301.3949244808079,0.030100000000000002,0,9.680938155
European Union,,1984,305.93411434747463,0.03819999999999999,0.0010101010101009982,10.096244808000002
European Union,,1985,310.34856383434334,0.0574,0.0010101010101009982,10.553179737999999
European Union,,1986,295.3276279898988,0.13360000000000002,0.0010101010101009982,12.617870556
European Union,,1987,323.16423479595943,0.1908,0,12.394265294
European Union,,1988,340.3451432626261,0.32970000000000005,0.0010101010101009982,13.147091804000002
European Union,,1989,278.81190343030283,0.5154000000000001,0.009090909090908983,12.900167892999999
European Union,,1990,291.9473067206059,0.7794604148888888,0.010757575757575707,17.801940292263204
European Union,,1991,305.2653752779797,0.9794279878383837,0.01371717171717165,18.687199553894747
European Union,,1992,318.28391046808065,1.5346480797575754,0.024164767676767594,20.049561512947296
European Union,,1993,325.4615884737372,2.2839988193939393,0.02831936363636354,22.200637604842136
European Union,,1994,335.38202577979786,2.978424591717171,0.03248445959595948,23.269746207426376
European Union,,1995,334.08744205717153,3.862653443636363,0.040433939393939244,25.682274816116877
European Union,,1996,332.2923731822221,4.800999386666666,0.04632656262626248,26.907504808799427
European Union,,1997,342.7041320541412,7.267077400000001,0.056200991919191756,30.724941197741746
European Union,,1998,356.62513346546245,11.15803762,0.07818243939393926,34.3605563027523
European Union,,1999,357.0202251073372,14.202118089999999,0.07995967171717153,37.69486054122631
European Union,,2000,369.1301812545747,22.407343920000002,0.11784625505050407,40.73995208187871
European Union,,2001,383.0304116112834,27.03011956444444,0.15109719191919074,43.02305424834847
European Union,,2002,323.84381169813946,36.970587617777774,0.2572828944444435,48.645063689659715
European Union,,2003,309.8182302834409,44.61323310888889,0.44162674444444444,56.37815359834207
European Union,,2004,329.7917856764173,59.388682900000006,0.7260260395555557,67.25426767790763
European Union,,2005,312.3501730913992,70.56732798318457,1.4960112044444445,77.68897163614815
European Union,,2006,315.9941061762881,82.29667999263997,2.5420158277777776,87.99660953391154
European Union,,2007,315.4409688616331,104.65668066781012,3.767038555555556,96.23470230447403
European Union,,2008,333.3391014686851,119.08279128541447,7.434091798888891,105.18898816785259
European Union,,2009,336.2112662408239,132.7721888452795,14.116626616861495,113.54593558432865
European Union,,2010,378.4731383267637,149.0255352116758,23.121594168747208,129.28461010854988
European Union,,2011,314.08960593420744,179.22053091128495,46.48281908141196,138.11991768752554
European Union,,2012,337.18391867164564,206.04704737599556,71.25718093335637,153.1823484636862
European Union,,2013,370.92988538560434,234.85971228240498,85.3154432369001,161.9713903591225
European Union,,2014,374.5183818351548,251.41165510475756,97.4855104333786,172.7098196431586
European Union,,2015,341.04886096304404,301.7934642632723,108.12357369364092,184.89968954957502
European Union,,2016,347.7962414667438,300.5427225596641,111.55511353969234,187.32577511014412
Finland,FIN,1965,9.353535353535257,0,0,0
Finland,FIN,1966,10.380808080807943,0,0,0
Finland,FIN,1967,11.629292929292793,0,0,0
Finland,FIN,1968,10.488888888888741,0,0,0
Finland,FIN,1969,8.74545454545444,0,0,0
Finland,FIN,1970,9.524242424242319,0,0,0
Finland,FIN,1971,10.680808080807957,0,0,0
Finland,FIN,1972,10.37979797979784,0,0,0
Finland,FIN,1973,10.579797979797847,0,0,0
Finland,FIN,1974,12.703030303030161,0,0,0
Finland,FIN,1975,12.20909090909077,0,0,0
Finland,FIN,1976,9.481818181818056,0,0,0
Finland,FIN,1977,12.181818181818032,0,0,0
Finland,FIN,1978,9.798989898989804,0,0,0
Finland,FIN,1979,10.870707070706963,0,0,0
Finland,FIN,1980,10.217171717171613,0,0,0
Finland,FIN,1981,13.654545454545314,0,0,0
Finland,FIN,1982,13.088888888888713,0,0,0
Finland,FIN,1983,13.580808080807897,0,0,0
Finland,FIN,1984,13.247474747474609,0,0,0
Finland,FIN,1985,12.334343434343301,0,0,0
Finland,FIN,1986,12.389898989898834,0,0,0
Finland,FIN,1987,13.795959595959431,0,0,0
Finland,FIN,1988,13.362626262626096,0,0,0
Finland,FIN,1989,13.030303030302868,0,0,0
Finland,FIN,1990,10.860606060605916,0,0,4.684210526315833
Finland,FIN,1991,13.197979797979661,0,0.001,4.824736842105275
Finland,FIN,1992,15.108080808080604,0.002,0.001,4.749789473684243
Finland,FIN,1993,13.473737373737206,0.004,0.001,5.742842105263177
Finland,FIN,1994,11.779797979797852,0.007,0.001,6.230000000000043
Finland,FIN,1995,12.917171717171549,0.011,0.001,6.370526315789529
Finland,FIN,1996,11.82222222222207,0.011,0.001,6.662821052631612
Finland,FIN,1997,11.91414141414128,0.017,0.001,7.703652631578998
Finland,FIN,1998,14.926262626262435,0.023,0.001,8.497157894736883
Finland,FIN,1999,12.673737373737218,0.049,0.001,8.9599578947369
Finland,FIN,2000,14.598989898989732,0.077,0.002,8.58947368421057
Finland,FIN,2001,13.14949494949477,0.07,0.002,8.212631578947425
Finland,FIN,2002,10.730303030302906,0.063,0.002,8.932631578947419
Finland,FIN,2003,9.55050505050495,0.092,0.002,9.292631578947416
Finland,FIN,2004,15.015151515151333,0.12,0.002,10.370526315789558
Finland,FIN,2005,13.563636363636208,0.168,0.003,9.478947368421139
Finland,FIN,2006,11.427272727272577,0.153,0.003,10.757894736842168
Finland,FIN,2007,14.132323232323076,0.188,0.004,9.928421052631629
Finland,FIN,2008,17.079797979797757,0.261,0.004,10.377894736842162
Finland,FIN,2009,12.699999999999848,0.277,0.004,8.709473684210584
Finland,FIN,2010,12.871717171717016,0.294,0.005,10.946315789473784
Finland,FIN,2011,12.402020202020045,0.481,0.005,11.145263157894824
Finland,FIN,2012,16.83535353535332,0.494,0.005013698630136986,11.101052631579018
Finland,FIN,2013,12.799999999999853,0.774,0.006,11.93368421052642
Finland,FIN,2014,13.373737373737201,1.107,0.008,11.707368421052724
Finland,FIN,2015,16.751515151514948,2.327,0.01,11.317894736842174
Finland,FIN,2016,15.77373737373721,3.068,0.01346153846,11.79454787368429
France,FRA,1965,46.881092200000005,0,0,0
France,FRA,1966,52.208469199999996,0,0,0.39
France,FRA,1967,45.3776574,0,0,0.605
France,FRA,1968,50.4226122,0,0,0.926
France,FRA,1969,52.942089599999996,0,0,1.067
France,FRA,1970,56.6814826,0,0,1.3702458
France,FRA,1971,48.8567252,0,0,1.3918224
France,FRA,1972,48.831467,0,0,1.5151953
France,FRA,1973,47.696261799999995,0,0,1.5500864
France,FRA,1974,56.230284399999995,0,0,1.5770592
France,FRA,1975,60.107937,0,0,1.4158849
France,FRA,1976,48.5646282,0,0,1.3329
France,FRA,1977,76.32297659999999,0,0,1.3745814
France,FRA,1978,68.3598326,0,0,1.4183881
France,FRA,1979,66.4191396,0,0,1.4840102
France,FRA,1980,69.52674959999999,0,0,1.4710235
France,FRA,1981,72.1951656,0,0,1.4921525
France,FRA,1982,70.5748578,0,0,1.52734
France,FRA,1983,69.4430148,0,0,1.5587
France,FRA,1984,65.6901096,0,0,1.6223
France,FRA,1985,62.45333360000001,0,0,1.65215
France,FRA,1986,63.01084519999999,0,0,1.6628
France,FRA,1987,71.0875564,0,0,1.7506
France,FRA,1988,77.1172904,0,0,1.77325
France,FRA,1989,46.842293999999995,0,0,1.84145
France,FRA,1990,54.39442879999999,0.000271526,0,1.913
France,FRA,1991,58.2101448,0.000489604,0,2.102
France,FRA,1992,69.56750319999999,0.000489604,0.001488,2.134
France,FRA,1993,65.49250040000001,0.00240218,0.001683,1.974
France,FRA,1994,79.40751440000003,0.004704,0.0018785,2.157
France,FRA,1995,73.73279600000001,0.0047142,0.00204,2.329
France,FRA,1996,66.6651692,0.0074302,0.0026503,2.423
France,FRA,1997,64.3496148,0.0111284,0.0034068,2.675
France,FRA,1998,62.673857999999996,0.0194972,0.0040885,2.653
France,FRA,1999,73.18200560000001,0.03694443,0.0045475,2.853
France,FRA,2000,67.8007532,0.07736,0.00522325,2.986
France,FRA,2001,75.95685239999999,0.1311,0.0061605,3.334
France,FRA,2002,61.1703824,0.2691,0.00710345,3.537
France,FRA,2003,57.875234799999994,0.3912,0.0077673,3.717
France,FRA,2004,59.354562,0.596,0.008447984,3.782
France,FRA,2005,51.465989199999996,0.96377,0.01050076,3.872
France,FRA,2006,57.14834349488,2.18888,0.01190605,3.841
France,FRA,2007,58.776143549817604,4.14,0.017206,4.216
France,FRA,2008,64.49486848568921,5.71,0.041492,4.436
France,FRA,2009,57.758638548841994,7.855,0.162,4.578
France,FRA,2010,63.73435519422641,9.726,0.547,4.917
France,FRA,2011,46.001500771600796,12.075,2.068,5.478
France,FRA,2012,59.5612916617976,14.931,4.07,5.391
France,FRA,2013,70.1929048959164,15.941,4.66,5.188
France,FRA,2014,62.4384420648916,17.085402,5.9419759999999995,5.815
France,FRA,2015,54.3671250241657,21.112,7.433,6.409
France,FRA,2016,59.50623882453732,20.7,8.3,7.060762711864407
Germany,DEU,1965,16.2122092,0,0,0
Germany,DEU,1966,17.5339978,0,0,0
Germany,DEU,1967,16.6523118,0,0,0
Germany,DEU,1968,16.8989908,0,0,0
Germany,DEU,1969,13.7134778,0,0,0
Germany,DEU,1970,17.5336782,0,0,0.9200201613000001
Germany,DEU,1971,13.4551882,0,0,1.001028226
Germany,DEU,1972,13.2058944,0,0,1.01874874
Germany,DEU,1973,15.229461800000001,0,0,1.0531048390000002
Germany,DEU,1974,17.6381318,0,0,1.07625
Germany,DEU,1975,17.059123399999997,0,0,1.124710181
Germany,DEU,1976,13.846833,0,0,1.277685232
Germany,DEU,1977,17.5821604,0,0,1.2465839209999998
Germany,DEU,1978,18.3622344,0,0,1.317465978
Germany,DEU,1979,18.383686599999997,0,0,1.443317792
Germany,DEU,1980,19.069143,0,0,1.96625378
Germany,DEU,1981,19.914673399999998,0,0,1.804237651
Germany,DEU,1982,19.737993,0,0,1.798813004
Germany,DEU,1983,18.7120174,0,0,1.540238155
Germany,DEU,1984,18.4791744,0,0,1.642944808
Germany,DEU,1985,17.4006496,0,0,1.644029738
Germany,DEU,1986,18.5719818,0.001,0,1.5955695559999998
Germany,DEU,1987,20.342969999999998,0.002,0,1.445849294
Germany,DEU,1988,20.079390800000002,0.008,0,1.637881804
Germany,DEU,1989,18.243727800000002,0.026,0,1.7492678929999999
Germany,DEU,1990,17.335,0.071,0.001,1.435
Germany,DEU,1991,15.85,0.1,0.001,1.471
Germany,DEU,1992,18.635,0.275,0.004,1.558
Germany,DEU,1993,18.96,0.6,0.003,1.635
Germany,DEU,1994,20.195,0.909,0.007,1.875
Germany,DEU,1995,21.556,1.5,0.007,2.01
Germany,DEU,1996,18.818,2.032,0.012,2.098
Germany,DEU,1997,18.952,2.966,0.018,2.273
Germany,DEU,1998,19.002,4.489,0.035,3.256
Germany,DEU,1999,20.686,5.528,0.03,3.585
Germany,DEU,2000,24.86675,9.513,0.06,4.731
Germany,DEU,2001,23.241,10.509,0.076,5.214
Germany,DEU,2002,23.66175,15.786,0.162,6.048
Germany,DEU,2003,17.722,18.713,0.313,8.841
Germany,DEU,2004,20.096,25.509,0.557,10.4712
Germany,DEU,2005,19.639,27.229,1.282,14.354199999999999
Germany,DEU,2006,20.0085,30.71,2.22,18.7004
Germany,DEU,2007,21.169,39.713,3.075,24.3634
Germany,DEU,2008,20.443,40.574,4.42,27.809600000000003
Germany,DEU,2009,19.031,38.648,6.583,30.6498
Germany,DEU,2010,20.953,37.795,11.729,33.9527
Germany,DEU,2011,17.672274,48.891,19.599,36.9098
Germany,DEU,2012,22.09,50.681,26.38,43.2414
Germany,DEU,2013,22.998,51.721,31.01,45.607
Germany,DEU,2014,19.58710177,57.379,36.056,48.399
Germany,DEU,2015,18.97715888,79.206,38.726,50.455
Germany,DEU,2016,21,77.4,38.2,51.751000000000005
Greece,GRC,1965,0.8308472,0,0,0
Greece,GRC,1966,1.8915032,0,0,0
Greece,GRC,1967,1.8163734,0,0,0
Greece,GRC,1968,1.502596,0,0,0
Greece,GRC,1969,2.2583134,0,0,0
Greece,GRC,1970,2.9212234,0,0,0
Greece,GRC,1971,2.9433204,0,0,0
Greece,GRC,1972,2.9654174,0,0,0
Greece,GRC,1973,2.4616058,0,0,0
Greece,GRC,1974,2.231797,0,0,0
Greece,GRC,1975,2.2273776,0,0,0
Greece,GRC,1976,2.077118,0,0,0
Greece,GRC,1977,2.1301508,0,0,0
Greece,GRC,1978,3.3101306,0,0,0
Greece,GRC,1979,3.9509436,0,0,0
Greece,GRC,1980,3.7741676,0,0,0
Greece,GRC,1981,3.3454858,0,0,0
Greece,GRC,1982,3.5045842,0,0,0
Greece,GRC,1983,2.3378626,0,0,0
Greece,GRC,1984,2.8593518,0,0,0
Greece,GRC,1985,2.8018996,0,0,0
Greece,GRC,1986,3.2369052,0,0,0
Greece,GRC,1987,2.7814174,0.001,0,0
Greece,GRC,1988,2.3671878,0.001,0,0
Greece,GRC,1989,1.9052478000000002,0.001,0,0
Greece,GRC,1990,1.7690000000000001,0.002,0,0
Greece,GRC,1991,3.0989999999999998,0.002,0,0
Greece,GRC,1992,2.203,0.008,0,0.001
Greece,GRC,1993,2.282,0.047,0,0.001
Greece,GRC,1994,2.599,0.037,0,0.001
Greece,GRC,1995,3.529,0.034,0,0.001
Greece,GRC,1996,4.348,0.036,0,0
Greece,GRC,1997,3.882,0.037,0,0
Greece,GRC,1998,3.717,0.073,0,0
Greece,GRC,1999,4.592,0.162,0,0.001
Greece,GRC,2000,3.6929999999999996,0.451,0,0
Greece,GRC,2001,2.097,0.756,0,0.079
Greece,GRC,2002,2.8,0.651,0,0.126
Greece,GRC,2003,4.766,1.021,0,0.105
Greece,GRC,2004,4.672,1.121,0.001,0.123
Greece,GRC,2005,5.017,1.266,0.001,0.122
Greece,GRC,2006,5.864999999999999,1.699,0.001,0.114
Greece,GRC,2007,2.5909999999999997,1.818,0.001,0.184
Greece,GRC,2008,3.3120000000000003,2.242,0.005,0.191
Greece,GRC,2009,5.374,2.543,0.05,0.218
Greece,GRC,2010,7.46,2.714,0.158,0.19
Greece,GRC,2011,4.011,3.315,0.61,0.207
Greece,GRC,2012,4.4030000000000005,3.85,1.694,0.204
Greece,GRC,2013,6.346,4.139,3.648,0.216
Greece,GRC,2014,4.476,3.689,3.792,0.22
Greece,GRC,2015,6.098000000000001,4.621,3.9,0.231
Greece,GRC,2016,5.360067878636063,4.966533,3.98623,0.2346354
Hong Kong,HKG,1965,0,0,0,0
Hong Kong,HKG,1966,0,0,0,0
Hong Kong,HKG,1967,0,0,0,0
Hong Kong,HKG,1968,0,0,0,0
Hong Kong,HKG,1969,0,0,0,0
Hong Kong,HKG,1970,0,0,0,0
Hong Kong,HKG,1971,0,0,0,0
Hong Kong,HKG,1972,0,0,0,0
Hong Kong,HKG,1973,0,0,0,0
Hong Kong,HKG,1974,0,0,0,0
Hong Kong,HKG,1975,0,0,0,0
Hong Kong,HKG,1976,0,0,0,0
Hong Kong,HKG,1977,0,0,0,0
Hong Kong,HKG,1978,0,0,0,0
Hong Kong,HKG,1979,0,0,0,0
Hong Kong,HKG,1980,0,0,0,0
Hong Kong,HKG,1981,0,0,0,0
Hong Kong,HKG,1982,0,0,0,0
Hong Kong,HKG,1983,0,0,0,0
Hong Kong,HKG,1984,0,0,0,0
Hong Kong,HKG,1985,0,0,0,0
Hong Kong,HKG,1986,0,0,0,0
Hong Kong,HKG,1987,0,0,0,0
Hong Kong,HKG,1988,0,0,0,0
Hong Kong,HKG,1989,0,0,0,0
Hong Kong,HKG,1990,0,0,0,0
Hong Kong,HKG,1991,0,0,0,0
Hong Kong,HKG,1992,0,0,0,0
Hong Kong,HKG,1993,0,0,0,0
Hong Kong,HKG,1994,0,0,0,0
Hong Kong,HKG,1995,0,0,0,0
Hong Kong,HKG,1996,0,0,0,0
Hong Kong,HKG,1997,0,0,0,0
Hong Kong,HKG,1998,0,0,0,0
Hong Kong,HKG,1999,0,0,0,0
Hong Kong,HKG,2000,0,0,0,0
Hong Kong,HKG,2001,0,0,0,0
Hong Kong,HKG,2002,0,0,0,0
Hong Kong,HKG,2003,0,0,0,0
Hong Kong,HKG,2004,0,0,0,0
Hong Kong,HKG,2005,0,0,0,0
Hong Kong,HKG,2006,0,0.000694,0,0
Hong Kong,HKG,2007,0,0.000865,0,0
Hong Kong,HKG,2008,0,0.000807,0,0
Hong Kong,HKG,2009,0,0.001099,0,0
Hong Kong,HKG,2010,0,0.001041,0.00035,0.092
Hong Kong,HKG,2011,0,0.000868,0.000691,0.078
Hong Kong,HKG,2012,0,0.001053,0.000854,0.089
Hong Kong,HKG,2013,0,0.000836,0.001112,0.092
Hong Kong,HKG,2014,0,0.0009,0.001102,0.096
Hong Kong,HKG,2015,0,0.000811,0.00103,0.096
Hong Kong,HKG,2016,0,0.000492,0.000979,0.09626301369863013
Hungary,HUN,1965,0.0707104,0,0,0
Hungary,HUN,1966,0.1060656,0,0,0
Hungary,HUN,1967,0.0795492,0,0,0
Hungary,HUN,1968,0.0928074,0,0,0
Hungary,HUN,1969,0.0928074,0,0,0
Hungary,HUN,1970,0.0928074,0,0,0
Hungary,HUN,1971,0.0928074,0,0,0
Hungary,HUN,1972,0.1060656,0,0,0
Hungary,HUN,1973,0.0928074,0,0,0
Hungary,HUN,1974,0.0795492,0,0,0
Hungary,HUN,1975,0.1635178,0,0,0
Hungary,HUN,1976,0.1635178,0,0,0
Hungary,HUN,1977,0.1502596,0,0,0
Hungary,HUN,1978,0.1414208,0,0,0
Hungary,HUN,1979,0.1414208,0,0,0
Hungary,HUN,1980,0.1149044,0,0,0
Hungary,HUN,1981,0.1635178,0,0,0
Hungary,HUN,1982,0.1635178,0,0,0
Hungary,HUN,1983,0.1502596,0,0,0
Hungary,HUN,1984,0.1856148,0,0,0
Hungary,HUN,1985,0.1502596,0,0,0
Hungary,HUN,1986,0.1502596,0,0,0
Hungary,HUN,1987,0.1723566,0,0,0
Hungary,HUN,1988,0.1723566,0,0,0
Hungary,HUN,1989,0.1635178,0,0,0
Hungary,HUN,1990,0.1723566,0,0,0
Hungary,HUN,1991,0.198873,0,0,0
Hungary,HUN,1992,0.1635178,0,0,0
Hungary,HUN,1993,0.1635178,0,0,0
Hungary,HUN,1994,0.1635178,0,0,0
Hungary,HUN,1995,0.1635178,0,0,0.008
Hungary,HUN,1996,0.2077118,0,0,0.008
Hungary,HUN,1997,0.22097,0,0,0.01
Hungary,HUN,1998,0.1502596,0,0,0.007
Hungary,HUN,1999,0.1856148,0,0,0.009
Hungary,HUN,2000,0.176776,0,0,0.01
Hungary,HUN,2001,0.1856148,0.001,0,0.014
Hungary,HUN,2002,0.1944536,0.001,0,0.012
Hungary,HUN,2003,0.1723566,0.004,0,0.127
Hungary,HUN,2004,0.2032924,0.006,0,0.7
Hungary,HUN,2005,0.202,0.01,0,1.599
Hungary,HUN,2006,0.186,0.043,0,1.171
Hungary,HUN,2007,0.21,0.11,0,1.421
Hungary,HUN,2008,0.213,0.205,0.001,1.829
Hungary,HUN,2009,0.228,0.331,0.001,2.223
Hungary,HUN,2010,0.188,0.527,0.001,2.297
Hungary,HUN,2011,0.222,0.626,0.001,1.859
Hungary,HUN,2012,0.213,0.771181,0.008,1.655
Hungary,HUN,2013,0.213,0.717905,0.025,1.832
Hungary,HUN,2014,0.301,0.65654,0.056,2.126
Hungary,HUN,2015,0.234,0.693,0.123,2.161
Hungary,HUN,2016,0.2608017621145372,0.6888626865671641,0.1978425943528096,2.5699769999999997
India,IND,1965,19.1669378,0,0,0
India,IND,1966,20.0154626,0,0,0
India,IND,1967,22.3975192,0,0,0
India,IND,1968,25.8490706,0,0,0
India,IND,1969,28.6995836,0,0,0
India,IND,1970,30.4364078,0,0,0
India,IND,1971,33.3841476,0,0,0
India,IND,1972,32.4030408,0,0,0
India,IND,1973,34.5066752,0,0,0
India,IND,1974,33.2029522,0,0,0
India,IND,1975,39.6685344,0,0,0
India,IND,1976,41.498166,0,0,0
India,IND,1977,45.276753,0,0,0
India,IND,1978,56.1749934,0,0,0
India,IND,1979,54.1685858,0,0,0
India,IND,1980,55.441373,0,0,0
India,IND,1981,59.0829586,0,0,0
India,IND,1982,49.8596708,0,0,0
India,IND,1983,48.0432974,0,0,0
India,IND,1984,53.6824518,0,0,0
India,IND,1985,51.8130456,0,0,0
India,IND,1986,52.568763,0,0,0
India,IND,1987,48.9625326,0,0,0
India,IND,1988,54.6149452,0,0,0
India,IND,1989,63.3697766,0,0,0
India,IND,1990,66.3970656,0.030303030303029943,0,0.037586336336336325
India,IND,1991,73.9188844,0.11291,0,0.0950713213213213
India,IND,1992,70.0607482,0.08847,0,0.11939189189189187
India,IND,1993,70.732497,0.09477,0,0.25204954954954945
India,IND,1994,80.21211,0.19128,0,0.3802852852852852
India,IND,1995,75.9208726,0.49647,0.0010101010101009982,0.563795045045045
India,IND,1996,69.0575444,0.87838,0.006060606060605989,0.7561486486486484
India,IND,1997,70.2110078,0.988,0.006060606060605989,0.9816666666666665
India,IND,1998,83.6327256,1.079,0.006060606060605989,1.2925277777777773
India,IND,1999,82.2494534,1.446,0.006060606060605989,1.6860788288288286
India,IND,2000,76.9903674,1.582,0.007070707070706987,1.6860788288288286
India,IND,2001,72.0229618,2.085,0.01111111111111098,2.0691499249249246
India,IND,2002,68.544894,2.085,0.013131313131312976,2.1399006756756758
India,IND,2003,69.296192,2.60448,0.01616161616161597,2.7125395645645645
India,IND,2004,83.8404374,5.22543,0.018181818181817966,3.314363138138138
India,IND,2005,97.42,5.991,0.018181818181817966,4.035136411411412
India,IND,2006,112.61717438356165,9.547,0.018181818181817966,5.043776801801801
India,IND,2007,122.61294000000001,11.413,0.018181818181817966,6.220008033033033
India,IND,2008,115.16896000000001,13.334,0.019191919191918965,7.7473398648648635
India,IND,2009,106.33819,18.187,0.030303030303029943,9.726592117117116
India,IND,2010,108.74431,19.657,0.2543125,11.78
India,IND,2011,131.70444,24.531,0.535015,13.96
India,IND,2012,115.77617,30.115,1.3505957773972601,14.396431178082192
India,IND,2013,131.98292999999998,33.583,2.840703125,14.793527844748859
India,IND,2014,138.99650999999997,33.32370452914798,4.372875,15.15129
India,IND,2015,133.28255,32.74138,6.5663800000000005,16.880985
India,IND,2016,128.79560534246576,44.80165083641173,11.939144023350206,16.02966448533771
Indonesia,IDN,1965,1.8252122,0,0,0
Indonesia,IDN,1966,2.3732178,0,0,0
Indonesia,IDN,1967,2.6648982,0,0,0
Indonesia,IDN,1968,3.292453,0,0,0
Indonesia,IDN,1969,3.4427126,0,0,0
Indonesia,IDN,1970,4.1851718,0,0,0
Indonesia,IDN,1971,1.3788528,0,0,0
Indonesia,IDN,1972,1.2330126,0,0,0
Indonesia,IDN,1973,1.5556288,0,0,0
Indonesia,IDN,1974,1.723566,0,0,0
Indonesia,IDN,1975,1.8075346,0,0,0
Indonesia,IDN,1976,1.060656,0,0,0
Indonesia,IDN,1977,1.7633406,0,0,0
Indonesia,IDN,1978,1.259529,0,0,0
Indonesia,IDN,1979,1.4009498,0,0,0
Indonesia,IDN,1980,1.2683678,0,0,0
Indonesia,IDN,1981,1.2639484,0,0,0
Indonesia,IDN,1982,1.3788528,0,0,0
Indonesia,IDN,1983,2.0726986,0,0,0
Indonesia,IDN,1984,2.2627328,0,0,0
Indonesia,IDN,1985,2.7665444,0,0,0
Indonesia,IDN,1986,4.4547552,0,0,0
Indonesia,IDN,1987,4.5829178,0,0,0
Indonesia,IDN,1988,5.0336966,0,0,0
Indonesia,IDN,1989,6.2799674,0,0,0
Indonesia,IDN,1990,5.6745096,0,0,1.1292631578947432
Indonesia,IDN,1991,5.6656708,0,0,1.0534736842105357
Indonesia,IDN,1992,8.5692166,0,0,1.0882105263157948
Indonesia,IDN,1993,7.8400156,0,0,1.0945263157894796
Indonesia,IDN,1994,6.8854252,0,0,1.605352631578958
Indonesia,IDN,1995,7.51298,0,0,2.2155263157894893
Indonesia,IDN,1996,8.1405348,0,0,2.345000000000015
Indonesia,IDN,1997,5.1530204,0,0,2.7702631578947563
Indonesia,IDN,1998,9.6519696,0,0,3.8439473684210794
Indonesia,IDN,1999,9.3735474,0,0,3.898684210526344
Indonesia,IDN,2000,10.0187798,0,0,4.875
Indonesia,IDN,2001,11.6583772,0,0,6.039
Indonesia,IDN,2002,9.94365,0,0,6.2490000000000006
Indonesia,IDN,2003,9.081,0,0,6.308999999999999
Indonesia,IDN,2004,9.673,0,0,6.675999999999999
Indonesia,IDN,2005,10.759,0,0,6.626
Indonesia,IDN,2006,9.623,0,0,6.6903500000000005
Indonesia,IDN,2007,11.286,0.00002,0,7.0569999999999995
Indonesia,IDN,2008,11.528,0.00027,0.00037,8.356
Indonesia,IDN,2009,11.384,0.00367,0.0001,9.358
Indonesia,IDN,2010,17.456,0.0036359999999999995,0.00053,9.452
